address,code,Latitude,Longitude
Санкт-Петербург 15-я л Васильевского острова 74 п3,Код: *#423,59.945008,30.261861
Санкт-Петербург 15-я л Васильевского острова 8/40 п1,Код: *060699#,59.935574,30.273279
Санкт-Петербург 16-я л Васильевского острова 1 п2,Код: 2846в,59.932906,30.274043
Санкт-Петербург 16-я л Васильевского острова 11,Код: 8300,59.934817,30.271797
Санкт-Петербург 16-я л Васильевского острова 23к1 п2,Код: в100в7273,59.937562,30.268751
Санкт-Петербург 16-я л Васильевского острова 23к2,Код: 347,59.937508,30.269641
Санкт-Петербург 16-я л Васильевского острова 23к2 п1,Код: 147,59.937472,30.269488
Санкт-Петербург 16-я л Васильевского острова 25 п1,Код: #315,59.937675,30.268482
Санкт-Петербург 16-я л Васильевского острова 27к2,Код: 45,59.937946,30.269021
Санкт-Петербург 16-я л Васильевского острова 43,Арка: *1665# Код: 5982,59.940046,30.265679
Санкт-Петербург 16-я л Васильевского острова 47,Арка: *37205# Код: #2789,59.940438,30.265221
Санкт-Петербург 16-я л Васильевского острова 47б п5,Арка: *37205# Код: #8402,59.940749,30.265140
Санкт-Петербург 16-я л Васильевского острова 49 п1,Арка: 1379# Код: #1974,59.940781,30.264610
Санкт-Петербург 16-я л Васильевского острова 9,Арка: 2255,59.934542,30.272084
Санкт-Петербург 17-я л Васильевского острова 18к2 п1,Код: #4230,59.937130,30.267386
Санкт-Петербург 17-я л Васильевского острова 2/35 п1,Арка: 379 Код: #2945,59.932369,30.273647
Санкт-Петербург 17-я л Васильевского острова 38,Код: #9977,59.940402,30.264287
Санкт-Петербург 17-я л Васильевского острова 42в п1,Код: *#0702,59.941195,30.262885
Санкт-Петербург 17-я л Васильевского острова 68б п1,Арка: #1770,59.945801,30.256732
Санкт-Петербург 18-я л Васильевского острова 11 по центру,Код: 100в7273,59.933722,30.269668
Санкт-Петербург 18-я л Васильевского острова 13а,Арка: 167в Код: #543,59.933956,30.269389
Санкт-Петербург 18-я л Васильевского острова 19 п1,Код: #5397,59.935656,30.267278
Санкт-Петербург 18-я л Васильевского острова 43 п2,Код: 2580,59.940276,30.261843
Санкт-Петербург 18-я л Васильевского острова 7 п1,Арка: #1515 #1515в,59.933185,30.270117
Санкт-Петербург 18-я л Васильевского острова 7 п4,Код: #1515,59.933325,30.270854
Санкт-Петербург 18-я л Васильевского острова 9,Код: #423,59.933460,30.269973
Санкт-Петербург 18-я л Васильевского острова 9 п1,Код: #423,59.933433,30.269829
Санкт-Петербург 19-я л Васильевского острова 2 п4,Арка: *#1812 Код: 379,59.931607,30.270548
Санкт-Петербург 19-я л Васильевского острова 20,Код: 2469,59.936404,30.265670
Санкт-Петербург 19-я л Васильевского острова 2к2,Код: #1812,59.932189,30.270530
Санкт-Петербург 19-я л Васильевского острова 2к2 п2,Арка: #1812 Код: #1812,59.931968,30.270557
Санкт-Петербург 19-я л Васильевского острова 2к2 п4,Арка: *#1812,59.932302,30.270171
Санкт-Петербург 3 л Васильевского острова 18,Арка: 3286#,59.942606,30.285514
Санкт-Петербург 2-й Муринский пр 8к1 п2,Арка: в1в6702 Код: в1в5702 в1в5702,60.003957,30.332819
Санкт-Петербург 2-й Предпортовый проезд 6 п3,Код: в184вв,59.840288,30.302582
Санкт-Петербург 2-й Предпортовый проезд 6 п8,Код: в494вв,59.840144,30.303858
Санкт-Петербург 2-й Рабфаковский пер 13,Код: в1в4633,59.854151,30.472983
Санкт-Петербург 2-й Рабфаковский пер 17к4 п2,Арка: *#1742 Код: #1742,59.852904,30.472453
Санкт-Петербург 2-й Рабфаковский пер 18 п3,Код: в33в4633 в33в4633,59.854947,30.475786
Санкт-Петербург 2-й Рабфаковский пер 18 п4,Код: в49в4633,59.854775,30.475786
Санкт-Петербург 2-й Рабфаковский пер 5к2 п1,Код: в1в4633,59.855001,30.469408
Санкт-Петербург 2-й Рабфаковский пер 5к6,Код: #7502,59.853523,30.468456
Санкт-Петербург 2-й Рабфаковский пер 7к1,Код: #7502,59.855041,30.471178
Санкт-Петербург 2-й Рабфаковский пер 7к1 п4,Код: #7502,59.855041,30.471043
Санкт-Петербург 2-й Рабфаковский пер 7к2 п1,Код: 12в345,59.854111,30.470082
Санкт-Петербург 2-й Рабфаковский пер 8 п3,Код: в31в4633,59.855566,30.474052
Санкт-Петербург 2-й Рабфаковский пер 9к1 п4,Код: в57в2874 в57в2874,59.854748,30.471699
Санкт-Петербург 2-й Рабфаковский пер 9к1 п5,Код: в61в4661,59.854648,30.471519
Санкт-Петербург 2-й Рабфаковский пер 9к1 п6,Код: в76в4633 в76в4633,59.854535,30.471322
Санкт-Петербург 2-я Алексеевская ул 7 п3,Код: 129#,60.019662,30.286215
Санкт-Петербург 2-я Жерновская ул 2/4Б п2,Код: #1912*,59.965800,30.494417
Санкт-Петербург 2-я Жерновская ул 26к2,Код: #2401,59.964809,30.492719
Санкт-Петербург 2-я Жерновская ул 29к1,Код: #2401,59.964746,30.489656
Санкт-Петербург 2-я Комсомольская ул 10 п1,Арка: #1234 Код: 72,59.841749,30.144056
Санкт-Петербург 2-я Комсомольская ул 15к2,Код: 2703,59.840736,30.142664
Санкт-Петербург 2-я Комсомольская ул 19к1,Код: #1804,59.839873,30.143239
Санкт-Петербург 2-я Комсомольская ул 36к1 п5,Код: 2703в,59.832579,30.143670
Санкт-Петербург 2-я Комсомольская ул 40к1,Код: в200в7273,59.830291,30.143796
Санкт-Петербург 2-я Комсомольская ул 40к1 п2,Код: в100в7273 в100в7273,59.830151,30.143931
Санкт-Петербург 2-я Комсомольская ул 40к1 п4,Код: в200в7273,59.830635,30.143940
Санкт-Петербург 2-я Комсомольская ул 40к1 п5,Код: в200в7273,59.830291,30.143796
Санкт-Петербург 2-я Красноармейская ул 14,Арка: 2012#в Код: 2012#,59.915102,30.311727
Санкт-Петербург 2-я Красноармейская ул 14б п5,Арка: 2012# Код: 2019#,59.914804,30.311691
Санкт-Петербург 2-я Красноармейская ул 16 п1,Арка: 3970,59.915174,30.311134
Санкт-Петербург 2-я Красноармейская ул 7/4 п1,Арка: #0704в,59.915517,30.314772
Санкт-Петербург 2-я Красноармейская ул 7/4 п2,Код: #0704,59.915540,30.314503
Санкт-Петербург 2-я Советская ул 14/4,Арка: 2701в Код: #7799,59.931422,30.370270
Санкт-Петербург 2-я Советская ул 14/4 п2,Код: #7799,59.931436,30.370477
Санкт-Петербург 2-я Советская ул 14/4 п3,Код: 12в3455,59.931373,30.370081
Санкт-Петербург 2-я Советская ул 23 п1,Код: 333в666,59.931188,30.369381
Санкт-Петербург 2-я Советская ул 23 п7,Код: 333в666,59.931215,30.369551
Санкт-Петербург 2-я Советская ул 25/2 п3,Код: 2021в,59.930895,30.370037
Санкт-Петербург 2-я Советская ул 27/2,Код: 58,59.930192,30.372300
Санкт-Петербург 2-я л Васильевского острова 1/3 п1,Арка: *#9357 Код: #9357,59.938865,30.290967
Санкт-Петербург 2-я л Васильевского острова 15/7 п2,Арка: *1960#в Код: *1960#,59.941322,30.287895
Санкт-Петербург 2-я л Васильевского острова 3б п3,Код: *#9357,59.939271,30.291102
Санкт-Петербург 2-я л Васильевского острова 53 п4,Код: #0625,59.947865,30.281939
Санкт-Петербург 20-я л Васильевского острова 11 п2,Код: в1985,59.932937,30.267359
Санкт-Петербург 20-я л Васильевского острова 13 п5,Код: #1982,59.933352,30.266919
Санкт-Петербург 20-я л Васильевского острова 19,Код: #1234,59.935020,30.264862
Санкт-Петербург 20-я л Васильевского острова 9 п2,Арка: 369,59.932581,30.267647
Санкт-Петербург 26-я л Васильевского острова 7 п6,Арка: #38 Код: в2008в,59.929718,30.259732
Санкт-Петербург 3-й Рабфаковский пер 10к1 п5,Код: 7502в #7502,59.852425,30.468564
Санкт-Петербург 3-й Рабфаковский пер 12к2 п1,Код: 7502в #7502,59.851905,30.469732
